,,Indent Received,,,,,,,,Indent Verification - Specification,,,,,,,,Check Store Availablity,,,,,,,,,Float RFQ,,,,,Received Techno Commercial Offer from Suppliers and Service Provider - Send the Technical Offer to Project/ Engineering Department | Comparision Sheet,,,,,Negotiation and Decision to be Taken,,,,,PO Creation,,,,,,Material Physically Received,,,,,,,,Material Inspection,,,,,Material Inspection and Material Quality Approved,,,,,Second Material Inspection,,,,,Third Material Inspection,,,,,,,Bill Creation (Convert to Bill),,,,,
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-TUNGSTON ROD-3.2MM-NA,2 PKT,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 17:29,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 10:29,06-11-2024 14:24,Done,03:55:00,"recent price have ,repeated order",07-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,11-11-2024 12:00,,,97:59:51,,06-11-2024 15:00,,09-11-2024 10:02,09-11-2024 10:02,67:02:01,Fully Received,Noida,,09-11-2024 14:02,,,91:27:18,,09-11-2024 14:02,,,91:27:18,,,,,,,,,,,,,,,,,,,
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-PACKING-YELLOW BELT-32 mm,400 MTR,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 17:29,Done,,0,,400,-400,NOT IN STOCK,06-11-2024 10:29,06-11-2024 14:24,Done,03:55:06,"recent price have ,repeated order",07-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,08-11-2024 17:31,,8148,31:30:13,,06-11-2024 15:00,,07-11-2024 16:32,07-11-2024 16:32,25:32:21,Fully Received,Noida,,08-11-2024 10:32,08-11-2024 15:10,Done,04:38:28,,08-11-2024 10:32,08-11-2024 15:12,Yes,04:40:43,,,,,,,,,,,,,,08-11-2024 19:00,,,110:29:19,Hard copy of invoice not received from accounts department since 8.11.2024,
05-11-2024 17:20,I-214,RJB,Job-FOR Abu,FOR Abu,CON-CONSUMABLE-COTTON DHOTI-N/A-N/A,800 NOS,06-Nov-24,,Ready-Made,06-11-2024 11:20,06-11-2024 11:20,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 17:29,Done,,0,,800,-800,NOT IN STOCK,06-11-2024 10:29,06-11-2024 14:24,Done,03:55:06,"recent price have ,repeated order",07-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,08-11-2024 17:32,,8145,31:31:25,,06-11-2024 15:00,12-11-2024 14:44,,12-11-2024 14:44,143:44:19,Partially Received,Noida,,13-11-2024 08:44,,,00:45:19,,13-11-2024 08:44,,,00:45:19,,,,,,,,,,,,,,,,,,,
06-11-2024 10:45,I-215,RJB,Job-FOR Abu,FOR Abu,CON-PACKING-PLASTIC SHEET TIRPAL-GRADE POLYN-WIDTH 6 FEET COLOR- YELLOW THICK: 75 MICRON GSM- 170-NA,100 KGS,06-Nov-24,,Ready-Made,06-11-2024 14:45,06-11-2024 14:45,05-11-2024 19:58,Accepted,,,Vikrant,,06-11-2024 13:58,05-11-2024 17:29,Done,,0,,100,-100,NOT IN STOCK,06-11-2024 10:29,06-11-2024 14:24,Done,03:55:11,"no need of RFQ ,LOW value consumable item",07-11-2024 14:24,06-11-2024 15:52,Done,,,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,08-11-2024 17:32,,8150,31:31:41,,06-11-2024 15:00,,,,162:29:19,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 10:45,I-215,RJB,Job-FOR Abu,FOR Abu,CON-FABRICATION-BRUSH FOR SS WELDING CLEANING MACHINE-NA-NA,5 NOS,06-Nov-24,,Ready-Made,06-11-2024 14:45,06-11-2024 14:45,06-11-2024 13:28,Accepted,,,Vikrant,,06-11-2024 17:28,06-11-2024 11:08,Done,,0,,5,-5,NOT IN STOCK,06-11-2024 14:08,06-11-2024 14:24,Done,00:15:42,"recent price have ,repeated order",07-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,08-11-2024 17:33,,8158,31:32:00,,06-11-2024 15:00,,11-11-2024 10:34,11-11-2024 10:34,115:34:19,Fully Received,Noida,,11-11-2024 14:34,,,42:55:01,,11-11-2024 14:34,,,42:55:01,,,,,,,,,,,,,,,,,,,
06-11-2024 12:40,I-216,AZ,Job-Noida Office,Drinking Water Jaar,Drinking Water Jaar,730,30-Nov-24,,Tailor-Made,06-11-2024 16:40,06-11-2024 16:40,06-11-2024 13:28,Accepted,,,AZ,,06-11-2024 17:28,06-11-2024 11:08,Done,,0,,730,-730,NOT IN STOCK,07-11-2024 11:08,06-11-2024 14:24,Done,,"recent price have ,repeated order",09-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,08-11-2024 15:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,09-11-2024 15:51,,8135,53:50:39,,30-11-2024 15:00,,07-11-2024 16:31,07-11-2024 16:31,,Fully Received,Noida,,08-11-2024 16:31,08-11-2024 15:10,Done,,,08-11-2024 16:31,08-11-2024 15:11,Yes,,,,,,,,,,,,,,,08-11-2024 19:00,11-11-2024 11:44,,64:44:23,,4.96
06-11-2024 12:45,I-217,AZ,Job-Canon A3 Size Printer Tonar,Canon A3 Size Printer Tonar For Noida Office For 2002N & 2224N,TONER-NPG-59-CANON,4,09-Nov-24,,Ready-Made,06-11-2024 16:45,06-11-2024 16:45,07-11-2024 16:29,Accepted,23:44:01,,AZ,,08-11-2024 10:29,06-11-2024 15:50,Done,,,,4,-4,NOT IN STOCK,06-11-2024 18:50,06-11-2024 14:26,Done,,,07-11-2024 14:26,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:01,Done,,,07-11-2024 10:01,06-11-2024 19:34,,8140,,,09-11-2024 15:00,,07-11-2024 11:16,07-11-2024 11:16,,Fully Received,Noida,,07-11-2024 15:16,08-11-2024 15:11,Done,23:54:35,,07-11-2024 15:16,08-11-2024 15:11,Yes,23:54:42,,,,,,,,,,,,,,08-11-2024 19:00,11-11-2024 11:46,Done,64:46:07,,4.96
06-11-2024 13:13,I-218,SN,32510,Abu,COUPLING FBC6,2 NOS,11-Nov-24,,Ready-Made,06-11-2024 17:13,06-11-2024 17:13,09-11-2024 14:19,Accepted,69:05:19,,AZ,,09-11-2024 18:19,06-11-2024 15:50,Done,,0,,2,-2,NOT IN STOCK,06-11-2024 18:50,06-11-2024 14:26,Done,,,07-11-2024 14:26,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,12-11-2024 10:25,Done,120:33:00,,12-11-2024 14:25,06-11-2024 19:33,,,,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:13,I-218,SN,32510,Abu,BEARING 22216 COMPLETE SET,4 SET,11-Nov-24,,Ready-Made,06-11-2024 17:13,06-11-2024 17:13,06-11-2024 13:28,Accepted,,,Vikrant,,06-11-2024 17:28,06-11-2024 15:51,Done,,,,4,-4,FOR SHAMLI,06-11-2024 18:51,06-11-2024 14:24,Done,,,07-11-2024 14:24,06-11-2024 15:52,Done,,Standard item,07-11-2024 09:52,06-11-2024 16:02,Done,,,07-11-2024 10:02,06-11-2024 19:01,,8134,,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,PLATE 12MM X 1500 X 6300,1 NOS,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:49,Done,,,,1,-1,FOR SHAMLI,06-11-2024 18:49,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:52,Done,,Standard item,,09-11-2024 14:19,Done,,,09-11-2024 18:19,,,,87:09:51,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,ISF 300X10,18 MTR,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,18,-18,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:52,Done,,,07-11-2024 09:52,06-11-2024 16:15,Done,,,07-11-2024 10:15,,,,143:14:19,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,ISF 150X10,18 MTR,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,18,-18,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:58,Done,,,07-11-2024 09:58,06-11-2024 16:15,Done,,,07-11-2024 10:15,,,,143:14:19,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,PIPE 150NB (M),120 MTR,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,120,-120,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:58,Done,,,07-11-2024 09:58,06-11-2024 16:15,Done,,,07-11-2024 10:15,,,,143:14:19,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,ISF 125X32,12 MTR,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,12,-12,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:58,Done,,,07-11-2024 09:58,06-11-2024 16:15,Done,,,07-11-2024 10:15,,,,143:14:19,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 13:21,I-219,SN,32469 & 32459,JK P,ISF 75X12,90 MTR,11-Nov-24,,Ready-Made,06-11-2024 17:21,06-11-2024 17:21,06-11-2024 13:29,Accepted,,,Kaushal,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,90,-90,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:58,Done,,,07-11-2024 09:58,06-11-2024 16:15,Done,,,07-11-2024 10:15,,,,143:14:19,,11-11-2024 15:00,,,,42:29:19,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 14:37,I-220,AZ,Job-Shamli Office,Shamli Office Print/Scan Solutions,HP LASERJET PRINTER-PRO MFP M128FW MONOCHROME,1,06-Nov-24,,Ready-Made,06-11-2024 18:37,06-11-2024 18:37,06-11-2024 13:29,Accepted,,,AZ,,06-11-2024 17:29,06-11-2024 15:50,Done,,,,1,-1,FOR SHAMLI,06-11-2024 18:50,06-11-2024 14:25,Done,,,07-11-2024 14:25,06-11-2024 15:58,Done,,,07-11-2024 09:58,06-11-2024 16:15,Done,,,07-11-2024 10:15,09-11-2024 15:53,,8139,53:38:14,,06-11-2024 15:00,,07-11-2024 16:30,07-11-2024 16:30,25:30:34,Fully Received,Noida,,08-11-2024 10:30,08-11-2024 15:12,Done,04:42:11,,08-11-2024 10:30,08-11-2024 15:12,Yes,04:42:17,,,,,,,,,,,,,,08-11-2024 19:00,11-11-2024 11:47,Done,64:47:42,,4.88
06-11-2024 15:07,I-221,ND,3498,REEL D,"Zero speed switch for RAL, P&F make, NBB15-30GM50-US",1,16-Dec-24,,Ready-Made,07-11-2024 09:07,07-11-2024 09:07,07-11-2024 14:48,Accepted,05:41:07,,AZ,,07-11-2024 18:48,06-11-2024 15:48,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 18:48,06-11-2024 14:25,Done,,PURCHASE FROM GERMANY,07-11-2024 14:25,06-11-2024 15:58,Done,,Standard item,07-11-2024 09:58,12-11-2024 09:28,Done,119:30:01,,12-11-2024 13:28,06-11-2024 19:34,,,,PURCHASE FROM GERMANY,16-12-2024 15:00,,,,-797:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 15:07,I-221,ND,3498,REEL D,"Broken Bag Detector Emerson Make, E909TC50",1,16-Dec-24,,Ready-Made,07-11-2024 09:07,07-11-2024 09:07,06-11-2024 15:59,Accepted,,,Mon,,07-11-2024 09:59,06-11-2024 15:49,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 18:49,06-11-2024 15:59,Done,,"recent price have ,repeated order",07-11-2024 15:59,06-11-2024 16:00,Done,,"recent price have ,repeated order",07-11-2024 10:00,06-11-2024 16:15,Done,,,07-11-2024 10:15,07-11-2024 15:42,,8147,05:27:54,,16-12-2024 15:00,,,,-797:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 15:07,I-221,ND,3498,REEL D,"Spare kit for Tank Mounted Solenoid Valve, Festo Make, QS-1/4-5/16-U",20,16-Dec-24,,Ready-Made,07-11-2024 09:07,07-11-2024 09:07,06-11-2024 15:59,Accepted,,,Mon,,07-11-2024 09:59,06-11-2024 15:46,Done,,0,,20,-20,NOT IN STOCK,06-11-2024 18:46,06-11-2024 16:00,Done,,"recent price have ,repeated order",07-11-2024 16:00,06-11-2024 16:00,Done,,"recent price have ,repeated order",07-11-2024 10:00,06-11-2024 16:15,Done,,,07-11-2024 10:15,09-11-2024 12:52,,8180,50:37:42,,16-12-2024 15:00,,,,-797:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 15:07,I-221,ND,3498,REEL D,"Geared motor for RAL, 1.1Kw, 400V, 50Hz",1,16-Dec-24,,Ready-Made,07-11-2024 09:07,07-11-2024 09:07,06-11-2024 15:59,Rejected,,purchase from IFH Germany,Mon,,,,,,0,,1,-1,NOT IN STOCK,,06-11-2024 16:00,,,"recent price have ,repeated order",07-11-2024 16:00,06-11-2024 16:00,,,"recent price have ,repeated order",07-11-2024 10:00,06-11-2024 16:15,Done,,,07-11-2024 10:15,09-11-2024 15:51,,,53:36:39,,16-12-2024 15:00,,,,-797:30:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2024 17:56,I-222,AZ,Job-For Ms Palak Parmar,For Ms Palak Parmar Noida 16 Office,Redmi 13C 5G,1,06-Nov-24,,Ready-Made,07-11-2024 11:56,07-11-2024 11:56,06-11-2024 15:59,Accepted,,,Mon,,07-11-2024 09:59,06-11-2024 15:47,Done,,0,,1,-1,NOT IN STOCK,06-11-2024 18:47,09-11-2024 15:11,Done,68:23:32,,11-11-2024 15:11,06-11-2024 16:00,Done,,"recent price have ,repeated order",07-11-2024 10:00,06-11-2024 16:15,Done,,,07-11-2024 10:15,07-11-2024 19:26,,8160,09:11:03,,06-11-2024 15:00,,11-11-2024 19:14,11-11-2024 19:14,124:14:56,Fully Received,Noida,,12-11-2024 13:14,,,20:15:19,,12-11-2024 13:14,,,20:15:19,,,,,,,,,,,,,,,11-11-2024 12:50,Done,,,4.79
07-11-2024 09:59,I-223,ND,32527,ambuj,"DIAPHRAM, PN-81738, MAKE-INTENSIV",53,05-Dec-24,,Ready-Made,07-11-2024 13:59,07-11-2024 13:59,07-11-2024 14:47,Accepted,00:48:32,,Mon,,07-11-2024 18:47,07-11-2024 11:15,Done,,0,,53,-53,NOT IN STOCK,07-11-2024 14:15,07-11-2024 15:39,Done,01:23:58,,08-11-2024 15:39,07-11-2024 15:39,Done,,,08-11-2024 09:39,07-11-2024 15:39,Done,,,08-11-2024 09:39,07-11-2024 15:38,,8143,,,05-12-2024 15:00,,,,-533:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 09:59,I-223,ND,32527,ambuj,"DIAPHGRAM W/SPRING, PN-86414",60,05-Dec-24,,Ready-Made,07-11-2024 13:59,07-11-2024 13:59,07-11-2024 10:07,Accepted,,,Mon,,07-11-2024 14:07,07-11-2024 11:15,Done,,0,,60,-60,NOT IN STOCK,07-11-2024 14:15,07-11-2024 10:07,Done,,,08-11-2024 10:07,07-11-2024 10:07,Done,,,07-11-2024 14:07,07-11-2024 10:08,Done,,,07-11-2024 14:08,07-11-2024 10:08,,8143,,,05-12-2024 15:00,,,,-533:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 12:26,I-224,SN,32485,"MULTIPLE PROJECT, SCL PYRO & GRINDING",GLAND / ASBESTOS ROPE 6MM SQUARE,500 MTR,15-Nov-24,,Ready-Made,07-11-2024 16:26,07-11-2024 16:26,07-11-2024 10:06,Accepted,,,Kaushal,,07-11-2024 14:06,07-11-2024 11:14,Done,,0,,500,-500,NOT IN STOCK,07-11-2024 14:14,07-11-2024 10:07,Done,,,08-11-2024 10:07,07-11-2024 10:07,Done,,,07-11-2024 14:07,07-11-2024 10:08,Done,,,07-11-2024 14:08,07-11-2024 10:08,,7993,,,15-11-2024 15:00,,,,-53:30:41,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 12:26,I-224,SN,32485,"MULTIPLE PROJECT, SCL PYRO & GRINDING",MS PLATE 12MM THK X 1500 X 6300,1 NOS,15-Nov-24,,Ready-Made,07-11-2024 16:26,07-11-2024 16:26,07-11-2024 13:08,Accepted,,,Kaushal,,07-11-2024 17:08,07-11-2024 16:28,Done,,,,1,-1,FOR SHAMLI,08-11-2024 09:28,07-11-2024 13:14,Done,,"recent price have ,repeated order",08-11-2024 13:14,12-11-2024 10:13,Done,92:59:30,,12-11-2024 14:13,12-11-2024 10:33,Done,,,12-11-2024 14:33,,,,18:56:03,,15-11-2024 15:00,,,,-53:30:41,,,SHAMLI TO BE UPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 12:28,I-225,SN,CONSUMABLE,CONSUMABLE,"GRINDER DISC 7""",200 NOS,15-Nov-24,,Ready-Made,07-11-2024 16:28,07-11-2024 16:28,07-11-2024 13:08,Accepted,,,Vikrant,,07-11-2024 17:08,07-11-2024 16:28,Done,,,,200,-200,FOR SHAMLI,08-11-2024 09:28,07-11-2024 13:14,Done,,"recent price have ,repeated order",08-11-2024 13:14,12-11-2024 10:13,Done,92:59:37,,12-11-2024 14:13,12-11-2024 10:25,Done,,,12-11-2024 14:25,08-11-2024 17:35,,8164,,,15-11-2024 15:00,,12-11-2024 20:00,12-11-2024 20:00,,Fully Received,Noida,SHAMLI TO BE UPDATE,13-11-2024 14:00,,,-4:30:41,,13-11-2024 14:00,,,-4:30:41,,,,,,,,,,,,,,,,,,,
07-11-2024 14:44,I-226,RJB,Job-FOR NOIDA,FOR NOIDA,CON-STATIONARY-KING LABEL-8811-75X50 MM (1000 LABELS/ROLL)-NA,5 ROLL,08-Nov-24,,Ready-Made,07-11-2024 18:44,07-11-2024 18:44,07-11-2024 16:07,Accepted,,,Vikrant,,08-11-2024 10:07,07-11-2024 16:28,Done,,0,,5,-5,NOT IN STOCK,08-11-2024 09:28,08-11-2024 15:31,Done,06:03:14,"recent price have ,repeated order",09-11-2024 15:31,12-11-2024 10:17,Done,66:46:56,,12-11-2024 14:17,12-11-2024 10:26,Done,,,12-11-2024 14:26,08-11-2024 14:43,,8161,,,08-11-2024 15:00,,,,114:29:19,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 14:44,I-226,RJB,Job-FOR NOIDA,FOR NOIDA,CON-STATIONARY-KING RIBBON-8818-105X300 (1 RIBBON WILL PRINT UPTO 5 ROLLS)-NA,1 ROLL,08-Nov-24,,Ready-Made,07-11-2024 18:44,07-11-2024 18:44,07-11-2024 16:07,Accepted,,,Vikrant,,08-11-2024 10:07,07-11-2024 16:29,Done,,0,,1,-1,NOT IN STOCK,08-11-2024 09:29,08-11-2024 15:31,Done,06:02:18,"recent price have ,repeated order",09-11-2024 15:31,12-11-2024 10:18,Done,66:47:02,,12-11-2024 14:18,12-11-2024 10:26,Done,,,12-11-2024 14:26,08-11-2024 14:43,,8161,,,08-11-2024 15:00,,,,114:29:19,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2024 18:55,I-227,AZ,Job-Laptop-Pune-3Nos,"Laptop For Pune Office, For Mr. Sanjay, Mr. Jayant & Mr. Sachin","Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop",3,07-Nov-24,,Ready-Made,08-11-2024 12:55,08-11-2024 12:55,08-11-2024 09:27,Accepted,,,AZ,,08-11-2024 13:27,09-11-2024 09:41,Done,20:13:36,0,,3,-3,NOT IN STOCK,09-11-2024 12:41,09-11-2024 15:12,Done,02:31:42,,11-11-2024 15:12,09-11-2024 15:13,Done,,,11-11-2024 09:13,09-11-2024 15:13,Done,,,11-11-2024 09:13,07-11-2024 19:26,,8159,,,07-11-2024 15:00,,11-11-2024 12:49,11-11-2024 12:49,93:49:18,Fully Received,At Site,,11-11-2024 16:49,,,40:40:02,,11-11-2024 16:49,,,40:40:02,,,,,,,,,,,,,,,11-11-2024 12:48,Done,,,3.75
08-11-2024 10:31,I-228,RJB,Job-FOR Abu,FOR Abu,CON-SILICON SEALANT-WHITE-280ML-789-DOWSIL,24 PCS,11-Nov-24,,Ready-Made,08-11-2024 14:31,08-11-2024 14:31,08-11-2024 11:25,Accepted,,,Vikrant,,08-11-2024 15:25,09-11-2024 09:41,Done,18:15:27,01 NOS,1,24,-23,STOCK,09-11-2024 12:41,08-11-2024 15:32,Done,,,09-11-2024 15:32,12-11-2024 10:18,Done,66:46:09,,12-11-2024 14:18,12-11-2024 10:26,Done,,,12-11-2024 14:26,08-11-2024 14:44,,8162,,,11-11-2024 15:00,,12-11-2024 13:27,12-11-2024 13:27,22:27:55,Fully Received,Noida,,12-11-2024 17:27,,,16:01:24,,12-11-2024 17:27,,,16:01:24,,,,,,,,,,,,,,,,,,,
08-11-2024 10:33,I-229,ND,32488,JK CEMENT NDC FILTER,"2C X 1 SQMM, FLEXIBLE CABLE, CU",7700 METER,29-Nov-24,,Ready-Made,08-11-2024 14:33,08-11-2024 14:33,08-11-2024 11:25,Accepted,,,Mon,,08-11-2024 15:25,09-11-2024 09:41,Done,18:15:21,12000MTR,12000,7700,4300,STOCK,09-11-2024 12:41,08-11-2024 15:32,Done,,,09-11-2024 15:32,12-11-2024 10:18,Done,66:46:09,,12-11-2024 14:18,12-11-2024 10:26,Done,,,12-11-2024 14:26,,,,19:02:52,,29-11-2024 15:00,,,,-389:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2024 12:11,I-230,ND,32419,toyo,"Differential Pressure Transmitter, 0-250mmWC, Model:7MF0340-1DM01-5AM2-Z E00+H01",02 NOS,16-Dec-24,,Ready-Made,08-11-2024 16:11,08-11-2024 16:11,08-11-2024 14:20,Accepted,,,Mon,,08-11-2024 18:20,09-11-2024 09:41,Done,15:20:36,,,2,-2,NOT IN STOCK,09-11-2024 12:41,08-11-2024 15:32,Done,,,09-11-2024 15:32,12-11-2024 10:00,Done,66:28:08,,12-11-2024 14:00,12-11-2024 10:00,Done,,,12-11-2024 14:00,12-11-2024 10:00,,8192,,,16-12-2024 15:00,,,,-797:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2024 12:11,I-230,ND,32419,toyo,"Differential Pressure Transmitter, 0-500mmWC, Model:7MF0340-1DM01-5AM2-Z E00+H01",01 NOS,16-Dec-24,,Ready-Made,08-11-2024 16:11,08-11-2024 16:11,08-11-2024 14:20,Accepted,,,Mon,,08-11-2024 18:20,09-11-2024 09:41,Done,15:20:43,,,1,-1,NOT IN STOCK,09-11-2024 12:41,08-11-2024 15:32,Done,,,09-11-2024 15:32,12-11-2024 10:00,Done,66:28:08,,12-11-2024 14:00,12-11-2024 10:00,Done,,,12-11-2024 14:00,12-11-2024 10:01,,8192,,,16-12-2024 15:00,,,,-797:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2024 12:11,I-230,ND,32419,toyo,"Pressure Transmitter, Model:7MF0300-1QE01-5AM2-Z A00+C11+E00+H01",02 NOS,16-Dec-24,,Ready-Made,08-11-2024 16:11,08-11-2024 16:11,08-11-2024 14:20,Accepted,,,Mon,,08-11-2024 18:20,09-11-2024 09:41,Done,15:20:43,,,2,-2,NOT IN STOCK,09-11-2024 12:41,08-11-2024 15:32,Done,,,09-11-2024 15:32,12-11-2024 10:00,Done,66:28:16,,12-11-2024 14:00,12-11-2024 10:00,Done,,,12-11-2024 14:00,12-11-2024 10:01,,8192,,,16-12-2024 15:00,,,,-797:30:41,,,PENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2024 14:32,I-231,RJB,Job-FOR NOIDA PLANT,FOR NOIDA PLANT,"CON-CUTTING & GRINDING-GRINDING WHEEL-AGW 406- 4""-NA",400 NOS,11-Nov-24,,Ready-Made,08-11-2024 18:32,08-11-2024 18:32,08-11-2024 15:33,Accepted,,,Mon,,09-11-2024 09:33,09-11-2024 09:40,Done,00:07:23,120 NOS,120,400,-280,STOCK,09-11-2024 12:40,08-11-2024 15:33,Done,,,09-11-2024 15:33,12-11-2024 10:18,Done,66:45:20,,12-11-2024 14:18,12-11-2024 10:26,Done,,,12-11-2024 14:26,08-11-2024 17:36,,8164,,,11-11-2024 15:00,,12-11-2024 20:01,12-11-2024 20:01,29:01:36,Fully Received,,PENDING,13-11-2024 14:01,,,-4:31:41,,13-11-2024 14:01,,,-4:31:41,,,,,,,,,,,,,,,,,,,
08-11-2024 14:32,I-231,RJB,Job-FOR NOIDA PLANT,FOR NOIDA PLANT,"CON-CUTTING & GRINDING-FLAP DISC-4""-NA",400 NOS,11-Nov-24,,Ready-Made,08-11-2024 18:32,08-11-2024 18:32,08-11-2024 15:33,Accepted,,,Vikrant,,09-11-2024 09:33,09-11-2024 09:40,Done,00:07:31,200 NOS,200,400,-200,STOCK,09-11-2024 12:40,08-11-2024 15:33,Done,,,09-11-2024 15:33,12-11-2024 10:18,Done,66:45:27,,12-11-2024 14:18,12-11-2024 10:26,Done,,,12-11-2024 14:26,08-11-2024 17:36,,8153,,,11-11-2024 15:00,,12-11-2024 19:54,12-11-2024 19:54,28:54:50,Fully Received,Noida,,13-11-2024 13:54,,,-4:24:41,,13-11-2024 13:54,,,-4:24:41,,,,,,,,,,,,,,,,,,,
